,id,studentID,task_id,query,result_id,result_url,score,content
1759,1859,2016011351,8,谷歌眼镜 价格,rb_0,http://www.newhua.com/2012/0703/166477.shtml,2,TIMESTAMP=1513579847869	USER=2016011351	TASK=8	QUERY=谷歌眼镜 价格	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.newhua.com/2012/0703/166477.shtml	score=2
1760,1860,2016011351,8,谷歌眼镜 价格,rb_4,http://www.leiphone.com/google-glass-arrives-uk-1000p.html,2,TIMESTAMP=1513579847869	USER=2016011351	TASK=8	QUERY=谷歌眼镜 价格	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.leiphone.com/google-glass-arrives-uk-1000p.html	score=2
1761,1861,2015010242,10, 香港iPhone6价格 关税,rb_0,http://www.17house.com/zt/ask/51/2018541.htm,2,TIMESTAMP=1513580209040	USER=2015010242	TASK=10	QUERY= 香港iPhone6价格 关税	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.17house.com/zt/ask/51/2018541.htm	score=2
1762,1862,2015010242,10, 香港iPhone6价格 关税,rb_2,http://www.customslawyer.cn/xfsd/wptg/201409/61496.html,3,TIMESTAMP=1513580209040	USER=2015010242	TASK=10	QUERY= 香港iPhone6价格 关税	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.customslawyer.cn/xfsd/wptg/201409/61496.html	score=3
1763,1863,2015010242,10, 香港iPhone6价格 关税,rb_5,http://www.17house.com/zt/ask/51/2292341.htm,2,TIMESTAMP=1513580209040	USER=2015010242	TASK=10	QUERY= 香港iPhone6价格 关税	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.17house.com/zt/ask/51/2292341.htm	score=2
1764,1864,2016011351,11, 清华 游泳馆,rb_1,http://www.dianping.com/review/22351549,4,TIMESTAMP=1513580130987	USER=2016011351	TASK=11	QUERY= 清华 游泳馆	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.dianping.com/review/22351549	score=4
1765,1865,2016011351,11, 清华 游泳馆,rb_3,http://www.dianping.com/review/35606795,4,TIMESTAMP=1513580130987	USER=2016011351	TASK=11	QUERY= 清华 游泳馆	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.dianping.com/review/35606795	score=4
1766,1866,2015010242,10, 香港iPhone6价格 运营商,rb_3,http://www.chinavalue.net/Biz/Blog/2014-9-11/1086008.aspx,1,TIMESTAMP=1513580318629	USER=2015010242	TASK=10	QUERY= 香港iPhone6价格 运营商	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.chinavalue.net/Biz/Blog/2014-9-11/1086008.aspx	score=1
1767,1867,2015010242,10, 香港iPhone6价格 运营商,rb_5,http://travel.163.com/14/0913/13/A61B5Q4400063JSA.html,4,TIMESTAMP=1513580318629	USER=2015010242	TASK=10	QUERY= 香港iPhone6价格 运营商	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://travel.163.com/14/0913/13/A61B5Q4400063JSA.html	score=4
1768,1868,2015010242,10, 香港iPhone6带回国是否交关税,rb_1,http://chicago.nychinaren.com/kw/id_10224/keyid_6849.html,2,TIMESTAMP=1513580384283	USER=2015010242	TASK=10	QUERY= 香港iPhone6带回国是否交关税	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://chicago.nychinaren.com/kw/id_10224/keyid_6849.html	score=2
1769,1869,2015010242,10, 香港iPhone6带回国是否交关税,rb_8,http://www.customslawyer.cn/xfsd/35029.shtml,3,TIMESTAMP=1513580384283	USER=2015010242	TASK=10	QUERY= 香港iPhone6带回国是否交关税	ACTION=ANNOTATION	INFO:	id=rb_8	src=http://www.customslawyer.cn/xfsd/35029.shtml	score=3
1770,1870,2015010242,10, 香港iPhone6带回国是否交关税,rb_9,http://kuaidi.ping-jia.net/wenti-kgkghgtiieiiuiebkgg.htm,3,TIMESTAMP=1513580384283	USER=2015010242	TASK=10	QUERY= 香港iPhone6带回国是否交关税	ACTION=ANNOTATION	INFO:	id=rb_9	src=http://kuaidi.ping-jia.net/wenti-kgkghgtiieiiuiebkgg.htm	score=3
1771,1871,2016011351,11,清华游泳馆 开放时间,rb_0,http://www.dianping.com/shop/2340301/,3,TIMESTAMP=1513580290775	USER=2016011351	TASK=11	QUERY=清华游泳馆 开放时间	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.dianping.com/shop/2340301/	score=3
1772,1872,2016011351,11,清华游泳馆 开放时间,rb_1,http://blog.renren.com/share/1653284050/11973416502,4,TIMESTAMP=1513580290775	USER=2016011351	TASK=11	QUERY=清华游泳馆 开放时间	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://blog.renren.com/share/1653284050/11973416502	score=4
1773,1873,2016011351,11,清华游泳馆 开放时间,rb_6,http://www.newsmth.net/bbstcon.php?board=Swimming&gid=774502,3,TIMESTAMP=1513580290775	USER=2016011351	TASK=11	QUERY=清华游泳馆 开放时间	ACTION=ANNOTATION	INFO:	id=rb_6	src=http://www.newsmth.net/bbstcon.php?board=Swimming&gid=774502	score=3
1774,1874,2016011351,11,清华游泳馆 位置,rb_0,http://poi.mapbar.com/beijing/MAPITPSWFETESPSOQETPC,4,TIMESTAMP=1513580335424	USER=2016011351	TASK=11	QUERY=清华游泳馆 位置	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://poi.mapbar.com/beijing/MAPITPSWFETESPSOQETPC	score=4
1775,1875,2016011351,11,清华游泳馆 位置,rb_1,http://map.sogou.com/poi/1_100041311104.htm,1,TIMESTAMP=1513580335424	USER=2016011351	TASK=11	QUERY=清华游泳馆 位置	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://map.sogou.com/poi/1_100041311104.htm	score=1
1776,1876,2016011351,3, 死飞自行车,rb_1,http://search.suning.com/0148v.html,3,TIMESTAMP=1513580719091	USER=2016011351	TASK=3	QUERY= 死飞自行车	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://search.suning.com/0148v.html	score=3
1777,1877,2015010242,4, 国际航班携带液体规则,rb_0,http://www.pincai.com/article/1029481.htm,3,TIMESTAMP=1513580866439	USER=2015010242	TASK=4	QUERY= 国际航班携带液体规则	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.pincai.com/article/1029481.htm	score=3
1778,1878,2015010242,4, 国际航班携带液体规则,rb_1,http://www.360doc.com/content/16/0304/08/477274_539267630.shtml,2,TIMESTAMP=1513580866439	USER=2015010242	TASK=4	QUERY= 国际航班携带液体规则	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	score=2
1779,1879,2015010242,4, 国际航班携带液体规则,rb_3,http://www.centrair.jp/ch/passenger_guide/liquid/,3,TIMESTAMP=1513580866439	USER=2015010242	TASK=4	QUERY= 国际航班携带液体规则	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.centrair.jp/ch/passenger_guide/liquid/	score=3
1780,1880,2016011351,3, 死飞自行车 价格区间,rb_0,http://coolsifei.com/,1,TIMESTAMP=1513580765092	USER=2016011351	TASK=3	QUERY= 死飞自行车 价格区间	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://coolsifei.com/	score=1
1781,1881,2016011351,3, 死飞 价格,rb_2,http://www.douban.com/group/topic/82435857/,3,TIMESTAMP=1513580883682	USER=2016011351	TASK=3	QUERY= 死飞 价格	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.douban.com/group/topic/82435857/	score=3
1782,1882,2016011351,3, 死飞 价格,rb_6,http://www.jd.com/chanpin/1282754.html,3,TIMESTAMP=1513580883682	USER=2016011351	TASK=3	QUERY= 死飞 价格	ACTION=ANNOTATION	INFO:	id=rb_6	src=http://www.jd.com/chanpin/1282754.html	score=3
1783,1883,2016011351,3,京东,rb_0,https://vip.jd.com/,1,TIMESTAMP=1513580913112	USER=2016011351	TASK=3	QUERY=京东	ACTION=ANNOTATION	INFO:	id=rb_0	src=https://vip.jd.com/	score=1
1784,1884,2016011351,3,京东商城,rb_1,http://union.click.jd.com/jdc?d=iEZf6v,3,TIMESTAMP=1513580960469	USER=2016011351	TASK=3	QUERY=京东商城	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://union.click.jd.com/jdc?d=iEZf6v	score=3
1785,1885,2015010242,1,10人 破冰游戏,rb_0,http://doc.mbalib.com/view/094192b28718a68e92037d597187a563.html,3,TIMESTAMP=1513581215706	USER=2015010242	TASK=1	QUERY=10人 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://doc.mbalib.com/view/094192b28718a68e92037d597187a563.html	score=3
1786,1886,2015010242,1,10人 破冰游戏,rb_1,http://www.wenku1.com/news/75A09C26DB697536.html,2,TIMESTAMP=1513581215706	USER=2015010242	TASK=1	QUERY=10人 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.wenku1.com/news/75A09C26DB697536.html	score=2
1787,1887,2015010242,1,10人 破冰游戏 新员工培训,rb_0,http://www.wenku1.com/list/æ°åå·¥ç ´å°/,4,TIMESTAMP=1513581310586	USER=2015010242	TASK=1	QUERY=10人 破冰游戏 新员工培训	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.wenku1.com/list/æ°åå·¥ç ´å°/	score=4
1788,1888,2015010242,1,10人 破冰游戏 新员工培训,rb_4,http://www.hrloo.com/qa/t/398542,1,TIMESTAMP=1513581310586	USER=2015010242	TASK=1	QUERY=10人 破冰游戏 新员工培训	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.hrloo.com/qa/t/398542	score=1
1789,1889,2015010242,1,10人 破冰游戏 新员工培训,rb_7,https://article.liepin.com/ss/6991ef81f5a4a12ef82905c039fc9102.shtml,2,TIMESTAMP=1513581310586	USER=2015010242	TASK=1	QUERY=10人 破冰游戏 新员工培训	ACTION=ANNOTATION	INFO:	id=rb_7	src=https://article.liepin.com/ss/6991ef81f5a4a12ef82905c039fc9102.shtml	score=2
1790,1890,2016011351,1, 破冰游戏,rb_0,http://lxs.cncn.com/78272/n481967,3,TIMESTAMP=1513581222616	USER=2016011351	TASK=1	QUERY= 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://lxs.cncn.com/78272/n481967	score=3
1791,1891,2015010242,1,10人 破冰游戏,rb_0,http://doc.mbalib.com/view/094192b28718a68e92037d597187a563.html,4,TIMESTAMP=1513581363016	USER=2015010242	TASK=1	QUERY=10人 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://doc.mbalib.com/view/094192b28718a68e92037d597187a563.html	score=4
1792,1892,2015010242,1,10人 破冰游戏,rb_1,http://www.wenku1.com/news/75A09C26DB697536.html,3,TIMESTAMP=1513581363016	USER=2015010242	TASK=1	QUERY=10人 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.wenku1.com/news/75A09C26DB697536.html	score=3
1793,1893,2015010242,1,10人 破冰游戏,rb_3,http://max.book118.com/html/2016/0901/53628838.shtm,3,TIMESTAMP=1513581363016	USER=2015010242	TASK=1	QUERY=10人 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://max.book118.com/html/2016/0901/53628838.shtm	score=3
1794,1894,2015010242,8, Google眼镜功能用法价格,rb_3,http://m.pconline.com.cn/shop815585/nid:5321187/news_detail.html,4,TIMESTAMP=1513581655685	USER=2015010242	TASK=8	QUERY= Google眼镜功能用法价格	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://m.pconline.com.cn/shop815585/nid:5321187/news_detail.html	score=4
1795,1895,2015010242,8, Google眼镜功能用法价格,rb_6,http://www.sohu.com/a/166271320_339332,1,TIMESTAMP=1513581655685	USER=2015010242	TASK=8	QUERY= Google眼镜功能用法价格	ACTION=ANNOTATION	INFO:	id=rb_6	src=http://www.sohu.com/a/166271320_339332	score=1
1796,1896,2016011351,1, 破冰游戏 员工培训,rb_0,http://max.book118.com/html/2016/1218/73875867.shtm,4,TIMESTAMP=1513581632984	USER=2016011351	TASK=1	QUERY= 破冰游戏 员工培训	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://max.book118.com/html/2016/1218/73875867.shtm	score=4
1797,1897,2015010242,8, Google眼镜功能用法,rb_0,http://www.douban.com/note/322939495/,4,TIMESTAMP=1513581759027	USER=2015010242	TASK=8	QUERY= Google眼镜功能用法	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.douban.com/note/322939495/	score=4
1798,1898,2016011351,7, 戒烟的好处,rb_0,http://www.jieyanri.com/jieyan/20161229000000.html,4,TIMESTAMP=1513581898046	USER=2016011351	TASK=7	QUERY= 戒烟的好处	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.jieyanri.com/jieyan/20161229000000.html	score=4
1799,1899,2016011351,7, 戒烟 副作用,rb_0,http://www.360doc.com/content/17/0702/23/31638337_668315679.shtml,4,TIMESTAMP=1513582091864	USER=2016011351	TASK=7	QUERY= 戒烟 副作用	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.360doc.com/content/17/0702/23/31638337_668315679.shtml	score=4
1800,1900,2016011351,7, 戒烟 副作用,rb_1,http://www.ew9z.com/jieyandefuzuoyong.html,3,TIMESTAMP=1513582091864	USER=2016011351	TASK=7	QUERY= 戒烟 副作用	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.ew9z.com/jieyandefuzuoyong.html	score=3
1801,1901,2016011351,7, 戒烟 方法,rb_1,http://www.jieyanri.com/jieyan/20160413093745.html,4,TIMESTAMP=1513582222999	USER=2016011351	TASK=7	QUERY= 戒烟 方法	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.jieyanri.com/jieyan/20160413093745.html	score=4
1802,1902,2016011351,7, 戒烟 方法,rb_3,http://www.tobaccochina.com/news/control/quitting/20081/20081217199_284113.shtml,4,TIMESTAMP=1513582222999	USER=2016011351	TASK=7	QUERY= 戒烟 方法	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.tobaccochina.com/news/control/quitting/20081/20081217199_284113.shtml	score=4
1803,1903,2016011351,12, 辽宁号,rb_2,http://zh.wikipedia.org/wiki/è¾½å®å·èªç©ºæ¯è°,4,TIMESTAMP=1513582930466	USER=2016011351	TASK=12	QUERY= 辽宁号	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://zh.wikipedia.org/wiki/è¾½å®å·èªç©ºæ¯è°	score=4
1804,1904,2016011351,12, 辽宁舰 战略作用,rb_0,http://www.360doc.com/content/16/1229/14/192378_618656008.shtml,4,TIMESTAMP=1513583122576	USER=2016011351	TASK=12	QUERY= 辽宁舰 战略作用	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.360doc.com/content/16/1229/14/192378_618656008.shtml	score=4
1805,1905,2016011351,12, 辽宁舰 战略作用,rb_3,http://mini.eastday.com/a/161229170204741.html,4,TIMESTAMP=1513583122576	USER=2016011351	TASK=12	QUERY= 辽宁舰 战略作用	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://mini.eastday.com/a/161229170204741.html	score=4
1806,1906,2016011351,4, 国际航班 行李,rb_2,http://finance.jrj.com.cn/2017/03/22102122209769.shtml,1,TIMESTAMP=1513583653191	USER=2016011351	TASK=4	QUERY= 国际航班 行李	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://finance.jrj.com.cn/2017/03/22102122209769.shtml	score=1
1807,1907,2016011351,4, 国际航班 行李,rb_4,http://www.wenku1.com/list/å½éèªç­ææè¡æè§å®/,1,TIMESTAMP=1513583653191	USER=2016011351	TASK=4	QUERY= 国际航班 行李	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.wenku1.com/list/å½éèªç­ææè¡æè§å®/	score=1
1808,1908,2016011351,4, 国际航班 行李 规定 2017,rb_3,http://life.southmoney.com/xiaochangshi/201708/176967.html,1,TIMESTAMP=1513583761066	USER=2016011351	TASK=4	QUERY= 国际航班 行李 规定 2017	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://life.southmoney.com/xiaochangshi/201708/176967.html	score=1
1809,1909,2016011351,4,国际 手提行李 重量,rb_0,http://www.dragonsea-china.com/express_view/HL_10775.html,3,TIMESTAMP=1513584061694	USER=2016011351	TASK=4	QUERY=国际 手提行李 重量	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.dragonsea-china.com/express_view/HL_10775.html	score=3
1810,1910,2016011351,4,国际 手提行李 重量,rb_2,http://www.backpackers.com.tw/forum/showthread.php?t=16300,1,TIMESTAMP=1513584061694	USER=2016011351	TASK=4	QUERY=国际 手提行李 重量	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.backpackers.com.tw/forum/showthread.php?t=16300	score=1
1811,1911,2016011351,4,国际 手提行李 重量,rb_3,http://www.360doc.com/content/14/0625/10/16317426_389552532.shtml,1,TIMESTAMP=1513584061694	USER=2016011351	TASK=4	QUERY=国际 手提行李 重量	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.360doc.com/content/14/0625/10/16317426_389552532.shtml	score=1
1812,1912,2016011351,4,国际 手提行李 重量,rb_7,http://bbs.feeyo.com/posts/160/topic-0021-1606441.html,1,TIMESTAMP=1513584061694	USER=2016011351	TASK=4	QUERY=国际 手提行李 重量	ACTION=ANNOTATION	INFO:	id=rb_7	src=http://bbs.feeyo.com/posts/160/topic-0021-1606441.html	score=1
1813,1913,2016011351,4,国际 手提行李 重量,rb_8,http://fanwen.wenku1.com/article/64764670.html,1,TIMESTAMP=1513584061694	USER=2016011351	TASK=4	QUERY=国际 手提行李 重量	ACTION=ANNOTATION	INFO:	id=rb_8	src=http://fanwen.wenku1.com/article/64764670.html	score=1
1814,1914,2016011351,4,国际航班 托运 重量,rb_1,http://www.hui-chao.com/zx-zjzqczxab.html,1,TIMESTAMP=1513584107124	USER=2016011351	TASK=4	QUERY=国际航班 托运 重量	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.hui-chao.com/zx-zjzqczxab.html	score=1
1815,1915,2016011351,4,国际航班 托运 重量,rb_3,http://www.newsmth.net/nForum/article/FeiyueLaoyou/175187,1,TIMESTAMP=1513584107124	USER=2016011351	TASK=4	QUERY=国际航班 托运 重量	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.newsmth.net/nForum/article/FeiyueLaoyou/175187	score=1
1816,1916,2016011351,4,国际航班 托运 体积,rb_0,http://iask.sina.com.cn/key/5976afbe14ea40220d4ee96a.html,4,TIMESTAMP=1513584171073	USER=2016011351	TASK=4	QUERY=国际航班 托运 体积	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://iask.sina.com.cn/key/5976afbe14ea40220d4ee96a.html	score=4
1817,1917,2016011351,4,国际航班 必须托运的东西,rb_1,http://fanwen.wenku1.com/article/64994680.html,2,TIMESTAMP=1513584256867	USER=2016011351	TASK=4	QUERY=国际航班 必须托运的东西	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://fanwen.wenku1.com/article/64994680.html	score=2
1818,1918,2016011351,4,国际航班 液体,rb_0,http://www.mafengwo.cn/wenda/detail-8883387.html,4,TIMESTAMP=1513584318423	USER=2016011351	TASK=4	QUERY=国际航班 液体	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.mafengwo.cn/wenda/detail-8883387.html	score=4
1819,1919,2016011351,4,国际航班 液体,rb_2,http://www.mafengwo.cn/wenda/detail-10307281.html,1,TIMESTAMP=1513584318423	USER=2016011351	TASK=4	QUERY=国际航班 液体	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.mafengwo.cn/wenda/detail-10307281.html	score=1
1820,1920,2016011351,10, iphone6 价格,rb_1,http://detail.zol.com.cn/274/273715/price_1.shtml,4,TIMESTAMP=1513584719080	USER=2016011351	TASK=10	QUERY= iphone6 价格	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://detail.zol.com.cn/274/273715/price_1.shtml	score=4
1821,1921,2016011351,10, iphone6 港版 价格,rb_0,http://product.pcpop.com/000696155/Index.html,1,TIMESTAMP=1513584753079	USER=2016011351	TASK=10	QUERY= iphone6 港版 价格	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://product.pcpop.com/000696155/Index.html	score=1
1822,1922,2016011351,10, iphone6 港版 价格,rb_2,http://www.zol.com.cn/detail/38235/,1,TIMESTAMP=1513584753079	USER=2016011351	TASK=10	QUERY= iphone6 港版 价格	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.zol.com.cn/detail/38235/	score=1
1823,1923,2016011351,10, iphone6 香港,rb_0,http://bbs.16fan.com/thread-334635-1-1.html,3,TIMESTAMP=1513584854687	USER=2016011351	TASK=10	QUERY= iphone6 香港	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://bbs.16fan.com/thread-334635-1-1.html	score=3
1824,1924,2016011351,10, iphone6 香港,rb_1,http://tuan.cctcct.com/ask/Hongkong-Macao/37209.html,2,TIMESTAMP=1513584854687	USER=2016011351	TASK=10	QUERY= iphone6 香港	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://tuan.cctcct.com/ask/Hongkong-Macao/37209.html	score=2
1825,1925,2016011351,10, iphone6 香港 价格,rb_1,http://bbs.16fan.com/thread-342534-1-1.html,1,TIMESTAMP=1513584947431	USER=2016011351	TASK=10	QUERY= iphone6 香港 价格	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://bbs.16fan.com/thread-342534-1-1.html	score=1
1826,1926,2016011351,10, iphone6 香港 价格,rb_3,http://www.to8to.com/ask/k1415213.html,1,TIMESTAMP=1513584947431	USER=2016011351	TASK=10	QUERY= iphone6 香港 价格	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.to8to.com/ask/k1415213.html	score=1
1827,1927,2016011351,10, iphone6 香港 价格,rb_5,http://bbs.cnmo.com/thread-14794114-1-1.html?order=1,2,TIMESTAMP=1513584947431	USER=2016011351	TASK=10	QUERY= iphone6 香港 价格	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://bbs.cnmo.com/thread-14794114-1-1.html?order=1	score=2
1828,1928,2016011351,10, iphone6 香港 关税,rb_1,http://www.customslawyer.cn/xfsd/61496.shtml,2,TIMESTAMP=1513584995753	USER=2016011351	TASK=10	QUERY= iphone6 香港 关税	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.customslawyer.cn/xfsd/61496.shtml	score=2
1829,1929,2016011351,10, iphone6 香港 关税,rb_4,http://www.qgtong.com/xfsd/wptg/201409/62069.html,2,TIMESTAMP=1513584995753	USER=2016011351	TASK=10	QUERY= iphone6 香港 关税	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.qgtong.com/xfsd/wptg/201409/62069.html	score=2
1830,1930,2016011351,2, 北京 旅游,rb_4,http://beijing.lotour.com/,3,TIMESTAMP=1513585161038	USER=2016011351	TASK=2	QUERY= 北京 旅游	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://beijing.lotour.com/	score=3
1831,1931,2016011351,2, 北京周边 旅游,rb_0,http://www.xialv.com/beijing,3,TIMESTAMP=1513585214082	USER=2016011351	TASK=2	QUERY= 北京周边 旅游	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.xialv.com/beijing	score=3
1832,1932,2016011351,2,白洋淀 旅游,rb_0,http://www.bydta.com/,1,TIMESTAMP=1513585319510	USER=2016011351	TASK=2	QUERY=白洋淀 旅游	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.bydta.com/	score=1
1833,1933,2016011351,2,白洋淀 旅游,rb_3,http://www.meet99.com/jingdian-baiyangdian.html,3,TIMESTAMP=1513585319510	USER=2016011351	TASK=2	QUERY=白洋淀 旅游	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.meet99.com/jingdian-baiyangdian.html	score=3
1834,1934,2016011351,2,白洋淀 旅游攻略,rb_2,http://www.cncn.net/blog/3539,1,TIMESTAMP=1513585365689	USER=2016011351	TASK=2	QUERY=白洋淀 旅游攻略	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.cncn.net/blog/3539	score=1
1835,1935,2016011351,2,白洋淀 旅游攻略,rb_4,http://www.lvmama.com/guide/2010/0921-42689-4.html,4,TIMESTAMP=1513585365689	USER=2016011351	TASK=2	QUERY=白洋淀 旅游攻略	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.lvmama.com/guide/2010/0921-42689-4.html	score=4
1840,1940,2017310385,3,清华大学附近 购买死飞 ,rb_4,http://www.douban.com/group/topic/56741700/,1,TIMESTAMP=1513647977142	USER=2017310385	TASK=3	QUERY=清华大学附近 购买死飞 	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.douban.com/group/topic/56741700/	score=1
1841,1941,2017310385,3,清华大学 自行车 ,rb_3,http://edu.gansudaily.com.cn/system/2008/08/25/010816051.shtml,1,TIMESTAMP=1513648008429	USER=2017310385	TASK=3	QUERY=清华大学 自行车 	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://edu.gansudaily.com.cn/system/2008/08/25/010816051.shtml	score=1
1842,1942,2017310385,3,清华大学附近购买自行车 ,rb_0,http://www.btsmth.com/show_topic.php?en_name=SecondMarket&gid=1339171,1,TIMESTAMP=1513648056908	USER=2017310385	TASK=3	QUERY=清华大学附近购买自行车 	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.btsmth.com/show_topic.php?en_name=SecondMarket&gid=1339171	score=1
1843,1943,2017310385,3,清华大学附近购买自行车 ,rb_3,http://bbs.csdn.net/topics/40139529?list=lz,1,TIMESTAMP=1513648056908	USER=2017310385	TASK=3	QUERY=清华大学附近购买自行车 	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://bbs.csdn.net/topics/40139529?list=lz	score=1
1844,1944,2017310385,3,清华大学附近购买自行车 ,rb_5,https://bbs.pku.edu.cn/v2/post-read.php?bid=193&threadid=15896587,4,TIMESTAMP=1513648056908	USER=2017310385	TASK=3	QUERY=清华大学附近购买自行车 	ACTION=ANNOTATION	INFO:	id=rb_5	src=https://bbs.pku.edu.cn/v2/post-read.php?bid=193&threadid=15896587	score=4
1845,1945,2017310385,3,清华大学西门 死飞自行车 ,rb_0,http://bj.city8.com/gouwuguangchang/1197462_GPGF_address.html,2,TIMESTAMP=1513648124216	USER=2017310385	TASK=3	QUERY=清华大学西门 死飞自行车 	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://bj.city8.com/gouwuguangchang/1197462_GPGF_address.html	score=2
1846,1946,2017310385,3,清华大学西门 死飞自行车 ,rb_1,http://bj.58.com/qinghe/changdizixingche/g9/pve_6106_2001_3000/,1,TIMESTAMP=1513648124216	USER=2017310385	TASK=3	QUERY=清华大学西门 死飞自行车 	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://bj.58.com/qinghe/changdizixingche/g9/pve_6106_2001_3000/	score=1
1847,1947,2017310385,3,美利达自行车清华西门店,rb_0,http://www.dianping.com/shop/27243807/map,1,TIMESTAMP=1513648200578	USER=2017310385	TASK=3	QUERY=美利达自行车清华西门店	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.dianping.com/shop/27243807/map	score=1
1848,1948,2017310385,3,美利达自行车清华西门店,rb_1,http://ditu.city8.com/bj/canyinfuwu/4321746_ASNSEP_address,1,TIMESTAMP=1513648200578	USER=2017310385	TASK=3	QUERY=美利达自行车清华西门店	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://ditu.city8.com/bj/canyinfuwu/4321746_ASNSEP_address	score=1
1849,1949,2017310385,3,美利达自行车清华西门店,rb_5,http://www.samulu.com/company/50452488,1,TIMESTAMP=1513648200578	USER=2017310385	TASK=3	QUERY=美利达自行车清华西门店	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.samulu.com/company/50452488	score=1
