,id,studentID,task_id,query,result_id,result_url,score,content
478,575,2014011501,8, 谷歌眼镜 使用方法,rb_5,http://tieba.baidu.com/p/2300604889,3,TIMESTAMP=1513164163238	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 使用方法	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://tieba.baidu.com/p/2300604889	score=3
479,576,2017010394,11, 清华大学 游泳馆 对学生开放时间,rb_6,http://blog.sohu.com/people/!MzE1MjZAcXEuY29t/216039614.html,4,TIMESTAMP=1513164231327	USER=2017010394	TASK=11	QUERY= 清华大学 游泳馆 对学生开放时间	ACTION=ANNOTATION	INFO:	id=rb_6	src=http://blog.sohu.com/people/!MzE1MjZAcXEuY29t/216039614.html	score=4
480,577,2017011398,2, 北京周边 旅游,rb_4,http://wan.cncn.com/guide_11499.htm,4,TIMESTAMP=1513164067939	USER=2017011398	TASK=2	QUERY= 北京周边 旅游	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://wan.cncn.com/guide_11499.htm	score=4
481,579,2014011501,8, 谷歌眼镜 售价,rb_0,http://www.1688.com/jiage/-B9C8B8E8D1DBBEB5.html,1,TIMESTAMP=1513164453264	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.1688.com/jiage/-B9C8B8E8D1DBBEB5.html	score=1
482,580,2014011501,8, 谷歌眼镜 售价,rb_1,http://www.newhua.com/2012/0703/166477.shtml,1,TIMESTAMP=1513164453264	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.newhua.com/2012/0703/166477.shtml	score=1
483,581,2014011501,8, 谷歌眼镜 售价,rb_3,http://www.17house.com/know/ask/52/983861.htm,2,TIMESTAMP=1513164453264	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.17house.com/know/ask/52/983861.htm	score=2
484,582,2014011501,8, 谷歌眼镜 售价,rb_5,http://www.kejixun.com/article/201404/36094.html,4,TIMESTAMP=1513164453264	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.kejixun.com/article/201404/36094.html	score=4
485,583,2014011501,8, 谷歌眼镜 售价,rb_8,http://www.bestb2b.com/business_35845729.htm,4,TIMESTAMP=1513164453264	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=ANNOTATION	INFO:	id=rb_8	src=http://www.bestb2b.com/business_35845729.htm	score=4
486,584,2014011501,8, 谷歌眼镜 售价,rb_15,http://it.southcn.com/9/2014-04/16/content_97680246.htm,4,TIMESTAMP=1513164453264	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=ANNOTATION	INFO:	id=rb_15	src=http://it.southcn.com/9/2014-04/16/content_97680246.htm	score=4
487,585,2014011501,8, 谷歌眼镜 售价,rb_19,http://epaper.anhuinews.com/html/ahrb/20140515/article_3096359.shtml,2,TIMESTAMP=1513164453264	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 售价	ACTION=ANNOTATION	INFO:	id=rb_19	src=http://epaper.anhuinews.com/html/ahrb/20140515/article_3096359.shtml	score=2
488,586,2017011398,2,  北京周边 旅游 一周,rb_3,http://beijing.cncn.com/article/93197/,1,TIMESTAMP=1513164488448	USER=2017011398	TASK=2	QUERY=  北京周边 旅游 一周	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://beijing.cncn.com/article/93197/	score=1
489,587,2014011501,8, 谷歌眼镜 多少钱,rb_1,http://www.17house.com/know/ask/52/3343297.htm,2,TIMESTAMP=1513164541482	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 多少钱	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.17house.com/know/ask/52/3343297.htm	score=2
490,588,2014011501,8, 谷歌眼镜 多少钱,rb_3,http://ask.zol.com.cn/q/1012484.html,4,TIMESTAMP=1513164541482	USER=2014011501	TASK=8	QUERY= 谷歌眼镜 多少钱	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://ask.zol.com.cn/q/1012484.html	score=4
491,589,2017010394,10, iPhone6,rb_7,https://en.wikipedia.org/wiki/IPhone_6,1,TIMESTAMP=1513164686951	USER=2017010394	TASK=10	QUERY= iPhone6	ACTION=ANNOTATION	INFO:	id=rb_7	src=https://en.wikipedia.org/wiki/IPhone_6	score=1
492,590,2014011501,11, 清华游泳馆 在哪里,rb_0,http://www.dianping.com/shop/2340301/map,4,TIMESTAMP=1513164700556	USER=2014011501	TASK=11	QUERY= 清华游泳馆 在哪里	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.dianping.com/shop/2340301/map	score=4
493,591,2017010394,10,iPhone6中国售价,rb_0,http://www.cs.com.cn/xwzx/cj/201410/t20141001_4527458.html,3,TIMESTAMP=1513164739018	USER=2017010394	TASK=10	QUERY=iPhone6中国售价	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.cs.com.cn/xwzx/cj/201410/t20141001_4527458.html	score=3
494,592,2017011398,2,延庆 旅游,rb_0,http://www.yqtour.gov.cn/,2,TIMESTAMP=1513164769106	USER=2017011398	TASK=2	QUERY=延庆 旅游	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.yqtour.gov.cn/	score=2
495,593,2017011398,2,延庆 旅游,rb_5,http://www.chachaba.com/news/travel/guonei/20140411_179043.html,3,TIMESTAMP=1513164769106	USER=2017011398	TASK=2	QUERY=延庆 旅游	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.chachaba.com/news/travel/guonei/20140411_179043.html	score=3
496,594,2014011501,11, 清华游泳馆 冬季开放时间,rb_1,http://www.1688.com/ask/451901a2-f08e-4e35-9117-06fc67241f1f.html,1,TIMESTAMP=1513164807130	USER=2014011501	TASK=11	QUERY= 清华游泳馆 冬季开放时间	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.1688.com/ask/451901a2-f08e-4e35-9117-06fc67241f1f.html	score=1
497,595,2017010394,10,iPhone6香港售价,rb_0,http://www.babytree.com/community/guangzhou/topic_28947803.html,3,TIMESTAMP=1513164810558	USER=2017010394	TASK=10	QUERY=iPhone6香港售价	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.babytree.com/community/guangzhou/topic_28947803.html	score=3
498,596,2017010394,10,iPhone6港版代购,rb_0,http://s.etao.com/cp/aXBob25lNrjbsOa0-rm6.html,2,TIMESTAMP=1513164919056	USER=2017010394	TASK=10	QUERY=iPhone6港版代购	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://s.etao.com/cp/aXBob25lNrjbsOa0-rm6.html	score=2
499,597,2017010394,10,iPhone6港版代购,rb_3,http://iphone.18183.com/xinwen/yxxw/201409/170582.html,4,TIMESTAMP=1513164919056	USER=2017010394	TASK=10	QUERY=iPhone6港版代购	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://iphone.18183.com/xinwen/yxxw/201409/170582.html	score=4
500,598,2017010394,10,iPhone6港版 国内运营商,rb_0,http://www.zhihu.com/question/25287252/answer/30376012,2,TIMESTAMP=1513164989480	USER=2017010394	TASK=10	QUERY=iPhone6港版 国内运营商	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.zhihu.com/question/25287252/answer/30376012	score=2
501,599,2017010394,10,iPhone6港版 国内运营商,rb_1,http://tech.sina.com.cn/t/2014-09-02/18159591014.shtml?wb_uid=&wb_mid=3750498504635788,4,TIMESTAMP=1513164989480	USER=2017010394	TASK=10	QUERY=iPhone6港版 国内运营商	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://tech.sina.com.cn/t/2014-09-02/18159591014.shtml?wb_uid=&wb_mid=3750498504635788	score=4
502,600,2014011501,11, 清华游泳馆 冬季时间,rb_9,http://store.tejiaquan.com/QingHuaDaXueYouYongGuan-359404911.htm,1,TIMESTAMP=1513165029335	USER=2014011501	TASK=11	QUERY= 清华游泳馆 冬季时间	ACTION=ANNOTATION	INFO:	id=rb_9	src=http://store.tejiaquan.com/QingHuaDaXueYouYongGuan-359404911.htm	score=1
503,601,2014011501,11, 清华游泳馆 学生票价,rb_0,http://www.dianping.com/review/32362998,4,TIMESTAMP=1513165159359	USER=2014011501	TASK=11	QUERY= 清华游泳馆 学生票价	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.dianping.com/review/32362998	score=4
504,602,2014011501,11, 清华游泳馆 学生票价,rb_1,http://blog.renren.com/share/258097918/11973271662,4,TIMESTAMP=1513165159359	USER=2014011501	TASK=11	QUERY= 清华游泳馆 学生票价	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://blog.renren.com/share/258097918/11973271662	score=4
505,603,2014011501,11, 清华游泳馆 学生票价,rb_4,http://www.dianping.com/review/32525384,1,TIMESTAMP=1513165159359	USER=2014011501	TASK=11	QUERY= 清华游泳馆 学生票价	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.dianping.com/review/32525384	score=1
506,604,2014011501,11, 清华游泳馆 游泳卡价格,rb_4,http://baike.1688.com/doc/view-d30068532.html,4,TIMESTAMP=1513165229881	USER=2014011501	TASK=11	QUERY= 清华游泳馆 游泳卡价格	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://baike.1688.com/doc/view-d30068532.html	score=4
507,605,2017010394,1, 破冰游戏,rb_0,http://lxs.cncn.com/78272/n481967,4,TIMESTAMP=1513165359791	USER=2017010394	TASK=1	QUERY= 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://lxs.cncn.com/78272/n481967	score=4
508,606,2014011501,11, 清华陈明游泳馆 卡,rb_1,http://poi.mapbar.com/beijing/MAPITPSWFETESPSOQETPC,1,TIMESTAMP=1513165399645	USER=2014011501	TASK=11	QUERY= 清华陈明游泳馆 卡	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://poi.mapbar.com/beijing/MAPITPSWFETESPSOQETPC	score=1
509,607,2014011501,11, 清华陈明游泳馆 卡,rb_3,https://www.ezsmth.com/topic/SecondMarket/1199259,1,TIMESTAMP=1513165399645	USER=2014011501	TASK=11	QUERY= 清华陈明游泳馆 卡	ACTION=ANNOTATION	INFO:	id=rb_3	src=https://www.ezsmth.com/topic/SecondMarket/1199259	score=1
510,608,2014011501,11, 清华陈明游泳馆 卡,rb_4,http://www.dianping.com/review/23584591,2,TIMESTAMP=1513165399645	USER=2014011501	TASK=11	QUERY= 清华陈明游泳馆 卡	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.dianping.com/review/23584591	score=2
511,609,2014011501,11, 清华陈明游泳馆 卡,rb_9,http://www.newsmth.net/nForum/article/Swimming/791052,1,TIMESTAMP=1513165399645	USER=2014011501	TASK=11	QUERY= 清华陈明游泳馆 卡	ACTION=ANNOTATION	INFO:	id=rb_9	src=http://www.newsmth.net/nForum/article/Swimming/791052	score=1
512,610,2014011501,11, 清华大学游泳卡多少钱,rb_1,http://sales.hlgnet.com/info/155892/,1,TIMESTAMP=1513165462824	USER=2014011501	TASK=11	QUERY= 清华大学游泳卡多少钱	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://sales.hlgnet.com/info/155892/	score=1
513,611,2017011398,1, 破冰游戏,rb_0,http://lxs.cncn.com/78272/n481967,3,TIMESTAMP=1513165512640	USER=2017011398	TASK=1	QUERY= 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://lxs.cncn.com/78272/n481967	score=3
514,612,2017011398,1, 破冰游戏,rb_1,http://www.caoxy.com/news/list_15.html,1,TIMESTAMP=1513165512640	USER=2017011398	TASK=1	QUERY= 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.caoxy.com/news/list_15.html	score=1
515,613,2017011398,1, 破冰游戏,rb_3,http://www.360tz.net/list78.asp,2,TIMESTAMP=1513165512640	USER=2017011398	TASK=1	QUERY= 破冰游戏	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.360tz.net/list78.asp	score=2
516,614,2017010394,12, 辽宁号,rb_0,http://www.360doc.com/content/15/1227/10/6711903_523406312.shtml,2,TIMESTAMP=1513165596235	USER=2017010394	TASK=12	QUERY= 辽宁号	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.360doc.com/content/15/1227/10/6711903_523406312.shtml	score=2
517,615,2017010394,12, 辽宁号,rb_2,http://zh.wikipedia.org/wiki/è¾½å®å·èªç©ºæ¯è°,4,TIMESTAMP=1513165596235	USER=2017010394	TASK=12	QUERY= 辽宁号	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://zh.wikipedia.org/wiki/è¾½å®å·èªç©ºæ¯è°	score=4
518,616,2014011501,3, 清华附近 死飞自行车,rb_0,http://www.baixing.com/ershouzixingche/?query=600ã¡,4,TIMESTAMP=1513165628764	USER=2014011501	TASK=3	QUERY= 清华附近 死飞自行车	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.baixing.com/ershouzixingche/?query=600ã¡	score=4
519,617,2014011501,3,死飞自行车 购买注意,rb_0,http://bbs.tianya.cn/post-no11-4567510-1.shtml,1,TIMESTAMP=1513165687220	USER=2014011501	TASK=3	QUERY=死飞自行车 购买注意	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://bbs.tianya.cn/post-no11-4567510-1.shtml	score=1
520,618,2017011398,1, 破冰游戏 面试,rb_0,http://www.yiweiqingnian.org/home/tools/detail/id/47.html,2,TIMESTAMP=1513165705972	USER=2017011398	TASK=1	QUERY= 破冰游戏 面试	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.yiweiqingnian.org/home/tools/detail/id/47.html	score=2
521,619,2017011398,1, 破冰游戏 面试,rb_5,http://www.360doc.com/content/15/1220/14/29557814_521716186.shtml,3,TIMESTAMP=1513165705972	USER=2017011398	TASK=1	QUERY= 破冰游戏 面试	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.360doc.com/content/15/1220/14/29557814_521716186.shtml	score=3
522,620,2017010394,12, 辽宁号的战略作用,rb_0,http://bbs.tiexue.net/post_6461023_1.html,4,TIMESTAMP=1513165722082	USER=2017010394	TASK=12	QUERY= 辽宁号的战略作用	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://bbs.tiexue.net/post_6461023_1.html	score=4
523,621,2014011501,3,死飞自行车 如何挑选,rb_0,http://www.zhihu.com/question/23211697/answer/68288112,2,TIMESTAMP=1513165864208	USER=2014011501	TASK=3	QUERY=死飞自行车 如何挑选	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.zhihu.com/question/23211697/answer/68288112	score=2
524,622,2014011501,3,死飞自行车 如何挑选,rb_2,http://www.juqibike.com/zixun_129,4,TIMESTAMP=1513165864208	USER=2014011501	TASK=3	QUERY=死飞自行车 如何挑选	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.juqibike.com/zixun_129	score=4
525,623,2014011501,3,死飞自行车 如何挑选,rb_5,http://www.39yst.com/jscs/201501/217916_7.shtml,1,TIMESTAMP=1513165864208	USER=2014011501	TASK=3	QUERY=死飞自行车 如何挑选	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.39yst.com/jscs/201501/217916_7.shtml	score=1
526,624,2017010394,12, 辽宁号与其他国家航母对比,rb_0,http://www.360doc.com/content/17/0111/11/628497_621725808.shtml,4,TIMESTAMP=1513165869367	USER=2017010394	TASK=12	QUERY= 辽宁号与其他国家航母对比	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.360doc.com/content/17/0111/11/628497_621725808.shtml	score=4
527,625,2017010394,12, 辽宁号与其他国家航母对比,rb_1,http://bbs.gxsky.com/thread-11196138-1-1.html,1,TIMESTAMP=1513165869367	USER=2017010394	TASK=12	QUERY= 辽宁号与其他国家航母对比	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://bbs.gxsky.com/thread-11196138-1-1.html	score=1
528,626,2014011501,3,死飞自行车 哪里有卖,rb_1,http://bbs.xmfish.com/read-htm-tid-7280631.html,1,TIMESTAMP=1513165904943	USER=2014011501	TASK=3	QUERY=死飞自行车 哪里有卖	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://bbs.xmfish.com/read-htm-tid-7280631.html	score=1
529,627,2014011501,3,死飞自行车 购买途径,rb_2,http://www.zixingche.me/,1,TIMESTAMP=1513166014606	USER=2014011501	TASK=3	QUERY=死飞自行车 购买途径	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.zixingche.me/	score=1
530,628,2014011501,3,死飞自行车 购买途径,rb_3,http://www.sundrled.com/befbufx.htm,1,TIMESTAMP=1513166014606	USER=2014011501	TASK=3	QUERY=死飞自行车 购买途径	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.sundrled.com/befbufx.htm	score=1
531,629,2014011501,3,死飞自行车 购买途径,rb_5,http://www.fuwo.com/ask/2496151.html,1,TIMESTAMP=1513166014606	USER=2014011501	TASK=3	QUERY=死飞自行车 购买途径	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.fuwo.com/ask/2496151.html	score=1
532,630,2014011501,3,清华 死飞 哪里有卖,rb_3,http://bj.58.com/qinghe/changdizixingche/g9/pve_6106_2001_3000/,1,TIMESTAMP=1513166076376	USER=2014011501	TASK=3	QUERY=清华 死飞 哪里有卖	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://bj.58.com/qinghe/changdizixingche/g9/pve_6106_2001_3000/	score=1
533,631,2014011501,3,清华附近死飞实体店,rb_4,http://www.liebiao.com/wenda/sifeishitidianjiage/,4,TIMESTAMP=1513166185615	USER=2014011501	TASK=3	QUERY=清华附近死飞实体店	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.liebiao.com/wenda/sifeishitidianjiage/	score=4
534,632,2017010394,7, 戒烟的好处,rb_0,http://www.jieyanri.com/jieyan/20161229000000.html,4,TIMESTAMP=1513166261505	USER=2017010394	TASK=7	QUERY= 戒烟的好处	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.jieyanri.com/jieyan/20161229000000.html	score=4
535,633,2017011398,12, 辽宁号,rb_0,http://www.360doc.com/content/15/1227/10/6711903_523406312.shtml,1,TIMESTAMP=1513166267458	USER=2017011398	TASK=12	QUERY= 辽宁号	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.360doc.com/content/15/1227/10/6711903_523406312.shtml	score=1
536,634,2017011398,12, 辽宁号,rb_2,http://zh.wikipedia.org/wiki/è¾½å®å·èªç©ºæ¯è°,4,TIMESTAMP=1513166267458	USER=2017011398	TASK=12	QUERY= 辽宁号	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://zh.wikipedia.org/wiki/è¾½å®å·èªç©ºæ¯è°	score=4
537,635,2014011501,3,死飞价格区间,rb_0,http://bj.58.com/zixingche/17794716008195x.shtml,4,TIMESTAMP=1513166294545	USER=2014011501	TASK=3	QUERY=死飞价格区间	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://bj.58.com/zixingche/17794716008195x.shtml	score=4
538,636,2017010394,7, 戒烟的副作用,rb_0,http://www.ew9z.com/jieyandefuzuoyong.html,4,TIMESTAMP=1513166362322	USER=2017010394	TASK=7	QUERY= 戒烟的副作用	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.ew9z.com/jieyandefuzuoyong.html	score=4
539,637,2017010394,7, 戒烟的副作用,rb_3,http://www.39yst.com/flist/1436679-1.html,4,TIMESTAMP=1513166362322	USER=2017010394	TASK=7	QUERY= 戒烟的副作用	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.39yst.com/flist/1436679-1.html	score=4
540,638,2017010394,7, 戒烟的副作用,rb_4,http://zhongyi.xbxys.com/html/93127.shtml,4,TIMESTAMP=1513166362322	USER=2017010394	TASK=7	QUERY= 戒烟的副作用	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://zhongyi.xbxys.com/html/93127.shtml	score=4
541,639,2017011398,12, 辽宁号 战略意义,rb_0,http://www.chinadmd.com/theme/85dY57I7p0Ls74O1X9Vmf86g9c637H5v975jA7ujj7957/,4,TIMESTAMP=1513166524365	USER=2017011398	TASK=12	QUERY= 辽宁号 战略意义	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.chinadmd.com/theme/85dY57I7p0Ls74O1X9Vmf86g9c637H5v975jA7ujj7957/	score=4
542,640,2017010394,8, 谷歌眼镜,rb_0,http://www.hjenglish.com/zt/googleglass/,2,TIMESTAMP=1513166645083	USER=2017010394	TASK=8	QUERY= 谷歌眼镜	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.hjenglish.com/zt/googleglass/	score=2
543,641,2017010394,8, 谷歌眼镜,rb_3,http://www.ithome.com/tag/gugeyanjing/,3,TIMESTAMP=1513166645083	USER=2017010394	TASK=8	QUERY= 谷歌眼镜	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.ithome.com/tag/gugeyanjing/	score=3
544,642,2017010394,8, 谷歌眼镜,rb_4,http://www.loho88.com/article/136.html,4,TIMESTAMP=1513166645083	USER=2017010394	TASK=8	QUERY= 谷歌眼镜	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.loho88.com/article/136.html	score=4
545,643,2017010394,8, 谷歌眼镜,rb_5,http://wearable.ofweek.com/KW-gugeyanjing.html,2,TIMESTAMP=1513166645083	USER=2017010394	TASK=8	QUERY= 谷歌眼镜	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://wearable.ofweek.com/KW-gugeyanjing.html	score=2
546,644,2017011398,12, 辽宁号 优劣,rb_0,http://www.zhihu.com/question/64282876/answer/218577445,1,TIMESTAMP=1513166697999	USER=2017011398	TASK=12	QUERY= 辽宁号 优劣	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.zhihu.com/question/64282876/answer/218577445	score=1
547,645,2017011398,12, 辽宁号 优劣,rb_1,http://ido.3mt.com.cn/Article/201401/show3425925c30p1.html,4,TIMESTAMP=1513166697999	USER=2017011398	TASK=12	QUERY= 辽宁号 优劣	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://ido.3mt.com.cn/Article/201401/show3425925c30p1.html	score=4
548,646,2014011501,4, 飞美国 行李携带说明,rb_1,http://iask.sina.com.cn/key/59dc9d6084aeb587d961b966.html,3,TIMESTAMP=1513166748391	USER=2014011501	TASK=4	QUERY= 飞美国 行李携带说明	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://iask.sina.com.cn/key/59dc9d6084aeb587d961b966.html	score=3
549,647,2014011501,4, 飞美国 行李携带说明,rb_3,http://www.mafengwo.cn/wenda/detail-5168351.html,3,TIMESTAMP=1513166748391	USER=2014011501	TASK=4	QUERY= 飞美国 行李携带说明	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.mafengwo.cn/wenda/detail-5168351.html	score=3
550,648,2014011501,4, 飞美国 行李携带说明,rb_6,http://www.joytrav.com/info/2014-10-28/3868.html,4,TIMESTAMP=1513166748391	USER=2014011501	TASK=4	QUERY= 飞美国 行李携带说明	ACTION=ANNOTATION	INFO:	id=rb_6	src=http://www.joytrav.com/info/2014-10-28/3868.html	score=4
551,649,2014011501,4, 飞美国 随身行李尺寸重量限制,rb_0,http://www.meijialx.com/city-detail-content/info_id:34020,4,TIMESTAMP=1513166837161	USER=2014011501	TASK=4	QUERY= 飞美国 随身行李尺寸重量限制	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.meijialx.com/city-detail-content/info_id:34020	score=4
552,650,2017010394,8, 谷歌眼镜使用方法,rb_1,http://www.iqiyi.com/w_19rr85vu7p.html,1,TIMESTAMP=1513166877245	USER=2017010394	TASK=8	QUERY= 谷歌眼镜使用方法	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://www.iqiyi.com/w_19rr85vu7p.html	score=1
553,651,2017010394,8, 谷歌眼镜使用方法,rb_2,http://www.17house.com/know/ask/52/212505.htm,3,TIMESTAMP=1513166877245	USER=2017010394	TASK=8	QUERY= 谷歌眼镜使用方法	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://www.17house.com/know/ask/52/212505.htm	score=3
554,652,2017010394,8, 谷歌眼镜使用方法,rb_3,http://roll.sohu.com/20140506/n399209809.shtml,2,TIMESTAMP=1513166877245	USER=2017010394	TASK=8	QUERY= 谷歌眼镜使用方法	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://roll.sohu.com/20140506/n399209809.shtml	score=2
555,653,2017010394,8, 谷歌眼镜使用方法,rb_8,http://blog.csdn.net/u013352971/article/details/19511283,2,TIMESTAMP=1513166877245	USER=2017010394	TASK=8	QUERY= 谷歌眼镜使用方法	ACTION=ANNOTATION	INFO:	id=rb_8	src=http://blog.csdn.net/u013352971/article/details/19511283	score=2
556,654,2014011501,4, 飞美国 哪些行李必须随身,rb_0,http://www.meijialx.com/city-detail-content/info_id:34020,1,TIMESTAMP=1513166890657	USER=2014011501	TASK=4	QUERY= 飞美国 哪些行李必须随身	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.meijialx.com/city-detail-content/info_id:34020	score=1
557,655,2014011501,4, 飞美国 哪些行李必须随身,rb_1,http://iask.sina.com.cn/key/5a0c272684ae3eeaf901526b.html,1,TIMESTAMP=1513166890657	USER=2014011501	TASK=4	QUERY= 飞美国 哪些行李必须随身	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://iask.sina.com.cn/key/5a0c272684ae3eeaf901526b.html	score=1
558,656,2014011501,4, 飞美国 哪些行李必须随身,rb_5,http://www.yuelvxing.com/seek/f/152687,1,TIMESTAMP=1513166890657	USER=2014011501	TASK=4	QUERY= 飞美国 哪些行李必须随身	ACTION=ANNOTATION	INFO:	id=rb_5	src=http://www.yuelvxing.com/seek/f/152687	score=1
559,657,2014011501,4, 飞美国 哪些行李必须托运,rb_1,http://share.renren.com/share/416032200/13440740870,1,TIMESTAMP=1513166926458	USER=2014011501	TASK=4	QUERY= 飞美国 哪些行李必须托运	ACTION=ANNOTATION	INFO:	id=rb_1	src=http://share.renren.com/share/416032200/13440740870	score=1
560,658,2014011501,4, 飞美国 哪些行李必须托运,rb_3,http://www.yuelvxing.com/seek/f/997565-8,1,TIMESTAMP=1513166926458	USER=2014011501	TASK=4	QUERY= 飞美国 哪些行李必须托运	ACTION=ANNOTATION	INFO:	id=rb_3	src=http://www.yuelvxing.com/seek/f/997565-8	score=1
561,659,2014011501,4, 飞美国 哪些不能带上飞机,rb_8,http://www.sirenji.com/ask/201309/38705.html,1,TIMESTAMP=1513167056552	USER=2014011501	TASK=4	QUERY= 飞美国 哪些不能带上飞机	ACTION=ANNOTATION	INFO:	id=rb_8	src=http://www.sirenji.com/ask/201309/38705.html	score=1
562,660,2017011398,4, 国际航班 行李,rb_2,http://finance.jrj.com.cn/2017/03/22102122209769.shtml,3,TIMESTAMP=1513167104513	USER=2017011398	TASK=4	QUERY= 国际航班 行李	ACTION=ANNOTATION	INFO:	id=rb_2	src=http://finance.jrj.com.cn/2017/03/22102122209769.shtml	score=3
563,661,2017011398,4, 国际航班 行李,rb_4,http://www.wenku1.com/list/å½éèªç­ææè¡æè§å®/,4,TIMESTAMP=1513167104513	USER=2017011398	TASK=4	QUERY= 国际航班 行李	ACTION=ANNOTATION	INFO:	id=rb_4	src=http://www.wenku1.com/list/å½éèªç­ææè¡æè§å®/	score=4
564,662,2014011501,7, 戒烟好处,rb_0,http://www.jieyanri.com/jieyan/20161229000000.html,4,TIMESTAMP=1513167178839	USER=2014011501	TASK=7	QUERY= 戒烟好处	ACTION=ANNOTATION	INFO:	id=rb_0	src=http://www.jieyanri.com/jieyan/20161229000000.html	score=4
