,target,score_session_ave,score_session_sum,query_dwell_time_session_sum,clicked_doc_count_session_sum,session_len,score_session_ave,score_session_sum,score_session_peak,score_session_end,query_dwell_time_session_sum,clicked_doc_count_session_sum,session_len
32,2,0.5625000000000001,0.7777777777777778,0.14454577607949043,0.2857142857142857,0.5,0.5625000000000001,0.7777777777777778,0.0,0.5,0.14454577607949043,0.2857142857142857,0.5
33,2,-0.06250000000000012,0.0,-0.6920902927672571,-0.5714285714285714,0.0,-0.06250000000000012,0.0,0.0,0.5,-0.6920902927672571,-0.5714285714285714,0.0
34,2,0.5625000000000001,1.7777777777777777,0.04359941426715632,0.5714285714285714,1.5,0.5625000000000001,1.7777777777777777,0.0,0.5,0.04359941426715632,0.5714285714285714,1.5
35,2,0.9375000000000002,-0.1111111111111111,-0.8310002082458756,0.14285714285714285,-0.5,0.9375000000000002,-0.1111111111111111,0.0,0.5,-0.8310002082458756,0.14285714285714285,-0.5
36,1,-1.0625000000000002,-0.4444444444444444,0.8975893060784658,-0.14285714285714285,0.0,-1.0625000000000002,-0.4444444444444444,-1.0,-1.5,0.8975893060784658,-0.14285714285714285,0.0
37,0,-1.1250000000000002,-0.2222222222222222,-0.10681360671940025,-0.42857142857142855,0.5,-1.1250000000000002,-0.2222222222222222,-2.0,-0.5,-0.10681360671940025,-0.42857142857142855,0.5
38,1,0.18750000000000006,-0.7777777777777778,-0.25493592307463464,-0.42857142857142855,-1.0,0.18750000000000006,-0.7777777777777778,-1.0,0.0,-0.25493592307463464,-0.42857142857142855,-1.0
39,2,0.18750000000000006,-0.3333333333333333,-0.041497122570877974,-0.14285714285714285,-0.5,0.18750000000000006,-0.3333333333333333,0.0,0.5,-0.041497122570877974,-0.14285714285714285,-0.5
40,2,0.9375000000000002,-0.1111111111111111,-0.5005768080204411,-0.5714285714285714,-0.5,0.9375000000000002,-0.1111111111111111,0.0,0.5,-0.5005768080204411,-0.5714285714285714,-0.5
41,2,-0.9375000000000002,0.4444444444444444,0.576593163585399,0.0,1.5,-0.9375000000000002,0.4444444444444444,0.0,-0.5,0.576593163585399,0.0,1.5
42,2,0.5625000000000001,-0.2222222222222222,-0.49957855001371776,-0.42857142857142855,-0.5,0.5625000000000001,-0.2222222222222222,0.0,0.0,-0.49957855001371776,-0.42857142857142855,-0.5
43,2,-0.06250000000000012,0.0,-0.489629024847369,-0.42857142857142855,0.0,-0.06250000000000012,0.0,0.0,-0.5,-0.489629024847369,-0.42857142857142855,0.0
44,2,0.18750000000000006,-0.3333333333333333,-0.5140400691508527,0.0,-0.5,0.18750000000000006,-0.3333333333333333,-1.0,0.0,-0.5140400691508527,0.0,-0.5
45,2,0.9375000000000002,-0.6666666666666666,0.7439964036267838,-0.42857142857142855,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,0.7439964036267838,-0.42857142857142855,-1.0
46,1,0.3750000000000001,0.6666666666666666,3.018649575079249,0.7142857142857143,0.5,0.3750000000000001,0.6666666666666666,0.0,-0.5,3.018649575079249,0.7142857142857143,0.5
47,0,-0.8125000000000003,-0.3333333333333333,0.2681281340177901,0.7142857142857143,0.0,-0.8125000000000003,-0.3333333333333333,-2.0,-0.5,0.2681281340177901,0.7142857142857143,0.0
48,0,-1.3125000000000002,-0.5555555555555556,-0.16805772707890534,0.14285714285714285,0.0,-1.3125000000000002,-0.5555555555555556,-2.0,-0.5,-0.16805772707890534,0.14285714285714285,0.0
49,1,0.18750000000000006,-0.7777777777777778,3.3061313535651364,-0.2857142857142857,-1.0,0.18750000000000006,-0.7777777777777778,-1.0,0.0,3.3061313535651364,-0.2857142857142857,-1.0
50,0,-0.06250000000000012,0.0,0.87705229615869,0.7142857142857143,0.0,-0.06250000000000012,0.0,-1.0,0.0,0.87705229615869,0.7142857142857143,0.0
51,0,-0.3750000000000001,0.2222222222222222,0.2003556707335213,0.5714285714285714,0.5,-0.3750000000000001,0.2222222222222222,-1.0,0.0,0.2003556707335213,0.5714285714285714,0.5
52,1,0.18750000000000006,-0.3333333333333333,1.157820624274858,0.14285714285714285,-0.5,0.18750000000000006,-0.3333333333333333,-1.0,0.0,1.157820624274858,0.14285714285714285,-0.5
53,0,-1.4625000000000004,-0.2222222222222222,0.8971827307975817,0.5714285714285714,1.0,-1.4625000000000004,-0.2222222222222222,-1.0,-1.0,0.8971827307975817,0.5714285714285714,1.0
54,0,-1.0625000000000002,0.3333333333333333,1.318870712366169,0.2857142857142857,1.5,-1.0625000000000002,0.3333333333333333,-1.0,0.0,1.318870712366169,0.2857142857142857,1.5
55,2,-0.5625000000000001,-0.5555555555555556,-0.9892108803511752,-0.5714285714285714,-0.5,-0.5625000000000001,-0.5555555555555556,0.0,0.5,-0.9892108803511752,-0.5714285714285714,-0.5
56,2,0.4374999999999999,0.2222222222222222,-0.39985521953412423,0.42857142857142855,0.0,0.4374999999999999,0.2222222222222222,0.0,0.0,-0.39985521953412423,0.42857142857142855,0.0
57,1,0.18750000000000006,-0.7777777777777778,-0.46467588016937333,-0.42857142857142855,-1.0,0.18750000000000006,-0.7777777777777778,-1.0,0.0,-0.46467588016937333,-0.42857142857142855,-1.0
58,2,-0.06250000000000012,0.0,-0.39331034915891805,-0.2857142857142857,0.0,-0.06250000000000012,0.0,0.0,0.5,-0.39331034915891805,-0.2857142857142857,0.0
59,2,0.6875000000000003,0.3333333333333333,-0.6204041292182185,-0.2857142857142857,0.0,0.6875000000000003,0.3333333333333333,0.0,0.5,-0.6204041292182185,-0.2857142857142857,0.0
60,0,-1.5625000000000002,-0.6666666666666666,0.42451748108433296,1.0,0.0,-1.5625000000000002,-0.6666666666666666,-2.0,-1.5,0.42451748108433296,1.0,0.0
61,1,0.18750000000000006,-0.7777777777777778,-0.48914642329444974,-0.2857142857142857,-1.0,0.18750000000000006,-0.7777777777777778,-1.0,0.0,-0.48914642329444974,-0.2857142857142857,-1.0
62,2,0.9375000000000002,1.5555555555555556,0.8185451215924529,0.2857142857142857,1.0,0.9375000000000002,1.5555555555555556,0.0,0.5,0.8185451215924529,0.2857142857142857,1.0
63,0,0.18750000000000006,1.8888888888888888,1.5444208285541456,1.0,2.0,0.18750000000000006,1.8888888888888888,0.0,0.5,1.5444208285541456,1.0,2.0
64,2,0.5625000000000001,-0.2222222222222222,0.838583002508867,0.0,-0.5,0.5625000000000001,-0.2222222222222222,0.0,0.0,0.838583002508867,0.0,-0.5
65,0,-0.31249999999999994,3.2222222222222223,1.7004531826911318,1.7142857142857142,4.5,-0.31249999999999994,3.2222222222222223,0.0,0.5,1.7004531826911318,1.7142857142857142,4.5
66,1,-0.11249999999999996,0.7777777777777778,-0.0009023987941572157,-0.2857142857142857,1.0,-0.11249999999999996,0.7777777777777778,0.0,0.5,-0.0009023987941572157,-0.2857142857142857,1.0
67,1,0.9375000000000002,-0.1111111111111111,-0.27748928194838807,-0.42857142857142855,-0.5,0.9375000000000002,-0.1111111111111111,0.0,0.5,-0.27748928194838807,-0.42857142857142855,-0.5
68,1,0.037499999999999874,0.8888888888888888,1.6621161086448482,0.2857142857142857,1.0,0.037499999999999874,0.8888888888888888,0.0,-1.0,1.6621161086448482,0.2857142857142857,1.0
69,2,0.037499999999999874,0.8888888888888888,-0.20047136288661838,0.42857142857142855,1.0,0.037499999999999874,0.8888888888888888,0.0,0.0,-0.20047136288661838,0.42857142857142855,1.0
70,2,-0.5625000000000001,0.1111111111111111,-0.5667824690027667,-0.14285714285714285,0.5,-0.5625000000000001,0.1111111111111111,0.0,0.5,-0.5667824690027667,-0.14285714285714285,0.5
71,1,0.18750000000000006,0.1111111111111111,0.5767584380898234,0.7142857142857143,0.0,0.18750000000000006,0.1111111111111111,0.0,-0.5,0.5767584380898234,0.7142857142857143,0.0
72,0,-1.4375000000000004,0.0,0.6316394900289891,0.42857142857142855,1.5,-1.4375000000000004,0.0,-1.0,0.0,0.6316394900289891,0.42857142857142855,1.5
73,1,-0.11249999999999996,0.7777777777777778,1.483586588965613,2.0,1.0,-0.11249999999999996,0.7777777777777778,0.0,0.5,1.483586588965613,2.0,1.0
74,0,-0.31249999999999994,-0.1111111111111111,0.9834659385773832,-0.2857142857142857,0.0,-0.31249999999999994,-0.1111111111111111,-1.0,0.0,0.9834659385773832,-0.2857142857142857,0.0
75,1,-0.11249999999999996,0.7777777777777778,0.07546764421026883,0.14285714285714285,1.0,-0.11249999999999996,0.7777777777777778,0.0,0.5,0.07546764421026883,0.14285714285714285,1.0
76,2,0.9375000000000002,-0.6666666666666666,-0.2545227368135737,-0.7142857142857143,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,-0.2545227368135737,-0.7142857142857143,-1.0
77,0,-1.0625000000000002,1.1111111111111112,0.9544007642293084,0.8571428571428571,3.0,-1.0625000000000002,1.1111111111111112,0.0,-1.5,0.9544007642293084,0.8571428571428571,3.0
78,0,-0.9375000000000002,-0.6666666666666666,1.2399653584638726,-0.14285714285714285,-0.5,-0.9375000000000002,-0.6666666666666666,-2.0,-0.5,1.2399653584638726,-0.14285714285714285,-0.5
79,1,-0.5625000000000001,0.4444444444444444,0.1603559351727284,-0.14285714285714285,1.0,-0.5625000000000001,0.4444444444444444,0.0,0.0,0.1603559351727284,-0.14285714285714285,1.0
80,0,-1.176136363636364,1.4444444444444444,0.9148274368899305,0.8571428571428571,4.0,-1.176136363636364,1.4444444444444444,0.0,0.5,0.9148274368899305,0.8571428571428571,4.0
81,2,0.9375000000000002,-0.1111111111111111,-0.7376597791271523,-0.2857142857142857,-0.5,0.9375000000000002,-0.1111111111111111,0.0,0.5,-0.7376597791271523,-0.2857142857142857,-0.5
82,1,0.18750000000000006,0.1111111111111111,1.7734912916863619,-0.14285714285714285,0.0,0.18750000000000006,0.1111111111111111,-1.0,0.0,1.7734912916863619,-0.14285714285714285,0.0
83,1,-0.18750000000000006,-0.4444444444444444,-0.008934739709182982,0.2857142857142857,-0.5,-0.18750000000000006,-0.4444444444444444,-1.0,-0.5,-0.008934739709182982,0.2857142857142857,-0.5
84,1,-0.7125000000000002,0.3333333333333333,0.8537518965249383,0.5714285714285714,1.0,-0.7125000000000002,0.3333333333333333,0.0,-1.0,0.8537518965249383,0.5714285714285714,1.0
85,1,0.9375000000000002,-0.6666666666666666,-0.27238229976167416,-0.5714285714285714,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,-0.27238229976167416,-0.5714285714285714,-1.0
86,1,0.18750000000000006,-0.7777777777777778,-0.6058203069478096,-0.42857142857142855,-1.0,0.18750000000000006,-0.7777777777777778,-1.0,0.0,-0.6058203069478096,-0.42857142857142855,-1.0
87,2,0.9375000000000002,0.4444444444444444,0.14053291111206603,0.0,0.0,0.9375000000000002,0.4444444444444444,0.0,0.5,0.14053291111206603,0.0,0.0
88,1,0.18750000000000006,-0.7777777777777778,-0.29318374888852894,-0.42857142857142855,-1.0,0.18750000000000006,-0.7777777777777778,-1.0,0.0,-0.29318374888852894,-0.42857142857142855,-1.0
89,1,0.0,0.4444444444444444,1.4339348223464352,0.14285714285714285,0.5,0.0,0.4444444444444444,-1.0,0.0,1.4339348223464352,0.14285714285714285,0.5
90,0,-0.6875,0.6666666666666666,1.1750686715565883,0.7142857142857143,1.5,-0.6875,0.6666666666666666,-1.0,-1.0,1.1750686715565883,0.7142857142857143,1.5
91,0,-1.3125000000000002,0.1111111111111111,0.37740102536302544,-0.14285714285714285,1.5,-1.3125000000000002,0.1111111111111111,-1.0,-1.5,0.37740102536302544,-0.14285714285714285,1.5
92,0,-1.0625000000000002,-0.4444444444444444,0.2785569552469697,-0.42857142857142855,0.0,-1.0625000000000002,-0.4444444444444444,-2.0,-0.5,0.2785569552469697,-0.42857142857142855,0.0
93,2,0.9375000000000002,-0.6666666666666666,-0.3547914731577677,-0.42857142857142855,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,-0.3547914731577677,-0.42857142857142855,-1.0
94,1,0.18750000000000006,-0.3333333333333333,-0.41428037828028574,-0.5714285714285714,-0.5,0.18750000000000006,-0.3333333333333333,-1.0,0.0,-0.41428037828028574,-0.5714285714285714,-0.5
95,1,-0.9375000000000002,-0.6666666666666666,0.11070086306346211,-0.42857142857142855,-0.5,-0.9375000000000002,-0.6666666666666666,-1.0,0.0,0.11070086306346211,-0.42857142857142855,-0.5
96,1,-0.5625000000000001,0.1111111111111111,-0.5082918218869721,-0.5714285714285714,0.5,-0.5625000000000001,0.1111111111111111,-1.0,0.0,-0.5082918218869721,-0.5714285714285714,0.5
97,1,0.4374999999999999,0.2222222222222222,-0.26680263249230646,-0.42857142857142855,0.0,0.4374999999999999,0.2222222222222222,0.0,0.0,-0.26680263249230646,-0.42857142857142855,0.0
98,2,0.3375000000000002,1.1111111111111112,0.21628482746994482,0.7142857142857143,1.0,0.3375000000000002,1.1111111111111112,0.0,0.0,0.21628482746994482,0.7142857142857143,1.0
99,1,-0.5625000000000001,0.1111111111111111,3.2981056236302875,1.1428571428571428,0.5,-0.5625000000000001,0.1111111111111111,-1.0,0.0,3.2981056236302875,1.1428571428571428,0.5
100,2,-0.026785714285714197,1.6666666666666667,4.620737983717156,0.8571428571428571,2.0,-0.026785714285714197,1.6666666666666667,0.0,-0.5,4.620737983717156,0.8571428571428571,2.0
101,2,0.6875000000000003,0.3333333333333333,2.2943803363005615,0.14285714285714285,0.0,0.6875000000000003,0.3333333333333333,0.0,0.5,2.2943803363005615,0.14285714285714285,0.0
102,0,0.0,0.4444444444444444,0.34481219858062256,0.2857142857142857,0.5,0.0,0.4444444444444444,0.0,-0.5,0.34481219858062256,0.2857142857142857,0.5
103,1,-0.5625000000000001,0.4444444444444444,0.45631629573558724,0.2857142857142857,1.0,-0.5625000000000001,0.4444444444444444,0.0,-0.5,0.45631629573558724,0.2857142857142857,1.0
104,0,-0.5625000000000001,-0.8888888888888888,-0.2661944223160247,-0.2857142857142857,-1.0,-0.5625000000000001,-0.8888888888888888,-2.0,-0.5,-0.2661944223160247,-0.2857142857142857,-1.0
105,0,-1.2053571428571432,0.4444444444444444,0.995454951128329,0.5714285714285714,2.0,-1.2053571428571432,0.4444444444444444,-1.0,-1.5,0.995454951128329,0.5714285714285714,2.0
106,0,-0.18750000000000006,-0.4444444444444444,-0.08699388814882639,-0.42857142857142855,-0.5,-0.18750000000000006,-0.4444444444444444,-1.0,-0.5,-0.08699388814882639,-0.42857142857142855,-0.5
107,0,-0.5625000000000001,-0.8888888888888888,0.009744584780862535,0.0,-1.0,-0.5625000000000001,-0.8888888888888888,-2.0,-0.5,0.009744584780862535,0.0,-1.0
108,0,-1.1625,0.0,0.24605407120686748,0.2857142857142857,1.0,-1.1625,0.0,-1.0,0.0,0.24605407120686748,0.2857142857142857,1.0
109,1,0.18750000000000006,0.1111111111111111,0.5185818125324351,0.14285714285714285,0.0,0.18750000000000006,0.1111111111111111,0.0,0.5,0.5185818125324351,0.14285714285714285,0.0
110,1,-0.7125000000000002,0.3333333333333333,1.8859506754768995,0.5714285714285714,1.0,-0.7125000000000002,0.3333333333333333,0.0,0.0,1.8859506754768995,0.5714285714285714,1.0
111,1,0.18750000000000006,-0.7777777777777778,-0.4477021885649876,-0.5714285714285714,-1.0,0.18750000000000006,-0.7777777777777778,-1.0,0.0,-0.4477021885649876,-0.5714285714285714,-1.0
112,2,0.9375000000000002,-0.6666666666666666,-0.5710068853358543,-0.5714285714285714,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,-0.5710068853358543,-0.5714285714285714,-1.0
113,1,-0.9910714285714289,0.6666666666666666,2.6666644630066076,1.4285714285714286,2.0,-0.9910714285714289,0.6666666666666666,0.0,-1.0,2.6666644630066076,1.4285714285714286,2.0
114,1,-0.18750000000000006,0.3333333333333333,0.6582354632809634,0.2857142857142857,0.5,-0.18750000000000006,0.3333333333333333,-1.0,-0.5,0.6582354632809634,0.2857142857142857,0.5
115,2,0.9375000000000002,-0.1111111111111111,0.6170854171693766,-0.42857142857142855,-0.5,0.9375000000000002,-0.1111111111111111,0.0,0.5,0.6170854171693766,-0.42857142857142855,-0.5
116,1,-0.5625000000000001,0.1111111111111111,1.0652834292476374,0.0,0.5,-0.5625000000000001,0.1111111111111111,-1.0,0.0,1.0652834292476374,0.0,0.5
117,2,0.9375000000000002,0.4444444444444444,0.6536276100976112,-0.14285714285714285,0.0,0.9375000000000002,0.4444444444444444,0.0,0.5,0.6536276100976112,-0.14285714285714285,0.0
118,0,-0.5625000000000001,0.4444444444444444,1.3052421767313331,0.5714285714285714,1.0,-0.5625000000000001,0.4444444444444444,0.0,0.5,1.3052421767313331,0.5714285714285714,1.0
119,1,0.3750000000000001,0.6666666666666666,-0.16517864521183234,-0.14285714285714285,0.5,0.3750000000000001,0.6666666666666666,0.0,0.5,-0.16517864521183234,-0.14285714285714285,0.5
120,0,-0.24107142857142877,1.4444444444444444,0.4056497436592436,1.2857142857142858,2.0,-0.24107142857142877,1.4444444444444444,0.0,0.0,0.4056497436592436,1.2857142857142858,2.0
121,0,-1.5937500000000004,0.2222222222222222,0.14544156389347065,0.7142857142857143,2.5,-1.5937500000000004,0.2222222222222222,-1.0,0.0,0.14544156389347065,0.7142857142857143,2.5
122,1,-0.7125000000000002,0.3333333333333333,2.785162977188813,1.5714285714285714,1.0,-0.7125000000000002,0.3333333333333333,-1.0,-0.5,2.785162977188813,1.5714285714285714,1.0
123,2,0.9375000000000002,-0.6666666666666666,-0.2538715552661415,-0.2857142857142857,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,-0.2538715552661415,-0.2857142857142857,-1.0
124,1,-0.18750000000000006,-0.4444444444444444,0.5750296667735442,-0.14285714285714285,-0.5,-0.18750000000000006,-0.4444444444444444,-1.0,-0.5,0.5750296667735442,-0.14285714285714285,-0.5
125,1,-1.2187500000000002,0.6666666666666666,4.465350200147425,1.2857142857142858,2.5,-1.2187500000000002,0.6666666666666666,-1.0,0.0,4.465350200147425,1.2857142857142858,2.5
126,0,-0.9375000000000002,1.5555555555555556,0.2950381288281707,1.0,3.5,-0.9375000000000002,1.5555555555555556,-1.0,0.0,0.2950381288281707,1.0,3.5
127,1,-1.3125000000000002,-0.5555555555555556,-0.3165006759727231,-0.14285714285714285,0.0,-1.3125000000000002,-0.5555555555555556,-2.0,-0.5,-0.3165006759727231,-0.14285714285714285,0.0
128,2,-0.06250000000000012,0.0,-0.4718223497406843,-0.2857142857142857,0.0,-0.06250000000000012,0.0,0.0,0.5,-0.4718223497406843,-0.2857142857142857,0.0
129,2,0.9375000000000002,-0.6666666666666666,-0.4541445887474506,-0.42857142857142855,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,-0.4541445887474506,-0.42857142857142855,-1.0
130,0,-2.0625000000000004,-0.7777777777777778,-0.4983191582900039,-0.14285714285714285,0.5,-2.0625000000000004,-0.7777777777777778,-4.0,-1.5,-0.4983191582900039,-0.14285714285714285,0.5
131,1,0.18750000000000006,0.1111111111111111,-0.3139389211541449,0.14285714285714285,0.0,0.18750000000000006,0.1111111111111111,-1.0,0.0,-0.3139389211541449,0.14285714285714285,0.0
132,0,-1.5625000000000002,-0.6666666666666666,-0.033868051446647736,0.7142857142857143,0.0,-1.5625000000000002,-0.6666666666666666,-3.0,-1.5,-0.033868051446647736,0.7142857142857143,0.0
133,2,0.9375000000000002,0.4444444444444444,0.455691558108863,0.5714285714285714,0.0,0.9375000000000002,0.4444444444444444,0.0,0.5,0.455691558108863,0.5714285714285714,0.0
134,2,0.0,0.4444444444444444,2.705907241337137,0.42857142857142855,0.5,0.0,0.4444444444444444,0.0,0.5,2.705907241337137,0.42857142857142855,0.5
135,0,-0.9375000000000002,-0.6666666666666666,-0.3252304752964198,-0.5714285714285714,-0.5,-0.9375000000000002,-0.6666666666666666,-1.0,0.0,-0.3252304752964198,-0.5714285714285714,-0.5
136,0,-0.31249999999999994,-0.1111111111111111,0.1648613181633375,0.8571428571428571,0.0,-0.31249999999999994,-0.1111111111111111,0.0,-0.5,0.1648613181633375,0.8571428571428571,0.0
137,1,-0.8125000000000003,-0.3333333333333333,2.7569605357538336,-0.2857142857142857,0.0,-0.8125000000000003,-0.3333333333333333,-1.0,-1.5,2.7569605357538336,-0.2857142857142857,0.0
138,0,-0.8437500000000002,1.1111111111111112,2.032297943654616,1.2857142857142858,2.5,-0.8437500000000002,1.1111111111111112,-1.0,0.0,2.032297943654616,1.2857142857142858,2.5
139,1,0.6875000000000003,1.8888888888888888,0.1998367087896287,0.2857142857142857,1.5,0.6875000000000003,1.8888888888888888,0.0,0.5,0.1998367087896287,0.2857142857142857,1.5
140,0,-0.18750000000000006,-0.4444444444444444,-0.15681906077804625,-0.5714285714285714,-0.5,-0.18750000000000006,-0.4444444444444444,-1.0,0.0,-0.15681906077804625,-0.5714285714285714,-0.5
141,2,0.9375000000000002,-0.6666666666666666,-0.25683327438542675,0.0,-1.0,0.9375000000000002,-0.6666666666666666,0.0,0.5,-0.25683327438542675,0.0,-1.0
142,1,-0.06250000000000012,0.0,0.5777732235469892,0.7142857142857143,0.0,-0.06250000000000012,0.0,-1.0,0.0,0.5777732235469892,0.7142857142857143,0.0
143,0,-0.3750000000000001,0.2222222222222222,0.6799624496325948,0.2857142857142857,0.5,-0.3750000000000001,0.2222222222222222,-1.0,0.0,0.6799624496325948,0.2857142857142857,0.5
